News,Headings
چین نے ارجنٹینا کے بیرونی ذخائر بڑھانے میں بھی مدد کی ہے جو آئی ایم ایف کا مقروض ہے۔,ورلڈ
انتخابات کے چند دن بعد یہ واضح تھا کہ تعلقات میں کسی قسم کی کمی نہیں ہونے والی۔ ہاویئر کو چینی صدر شی جن پنگ کی جانب سے مبارکباد کا خط موصول ہوا اور ہاویئر نے خود سوشل میڈیا پر شی جنگ پنگ کا شکریہ ادا کیا۔,ورلڈ
ہاویئر کی جانب سے وزیر خارجہ کے عہدے کے لیے نامزدکردہ ڈیانا مونڈینو نے بھی چین اور برازیل سے تجارتی تعلقات میں کسی قسم کی کمی کو رد کیا ہے۔,ورلڈ
دوسری جانب برازیل میں ہاویئر کی جانب سے سابق صدر بولسونارو کو اپنی تقریب حلف برداری میں مدعو کرنے کے دعوت نامے کو موجودہ بائیں بازو کے صدر کی جانب غیر دوستانہ رویے کے طور پر دیکھا گیا ہے۔,ورلڈ
تاہم ہاویئر نے بعد میں کہا کہ اگر موجوہ برازیلی صدر لولا بھی اس تقریب میں شامل ہونا چاہیں تو ان کو خوش آمدید کہا جائے گا۔,ورلڈ
ہاویئر اور ان کی نائب صدر کی امیدوار وکٹوریا نے مہم کے دوران ارجنٹینا میں فوجی آمریت پر جو موقف اپنایا وہ بھی ایک تنازعے کی وجہ بنا۔,ورلڈ
گزشتہ 40 سال سے حکومتوں اور معاشرے کے موقف کیخلاف جاتے ہوئے انھوں نے کہا تھا کہ 1970 کی آمریت کے دور میں اغوا اور غائب ہونے والوں کی درست تعداد 30ہزار نہیں بلکہ نو ہزار تھی۔ ,ورلڈ
انھوں نے کہا تھا کہ ارجنٹینا میں 1970 کی دہائی میں جو ’سیاسی تشدد کی لہر اٹھی وہ دو اطراف کے درمیان جنگ تھی جس میں ریاستی فورسز نے زیادتیاں کیں لیکن دہشت گردوں نے بھی انسانیت کیخلاف جرائم کیے۔‘,ورلڈ
یہ ایک اور طریقہ تھا جس سے ہاویئر نے ارجنٹینا میں سیاست کے جمود کو ہلا کر رکھ ڈالا لیکن اگلے چار برس میں ثابت ہو گا کہ کیا وہ ایسا کرنے کی صلاحیت واقعی رکھتے ہیں یا یہ سب بیانات کی حد تک محدود تھا۔,ورلڈ
ایک بین الاقوامی کنسلٹنسی کمپنی کی ویب سائٹ پر مختلف ممالک کے لیے مخصوص سیکشن موجود ہیں جو ان ممالک میں سرمایہ کاری کے ذریعے شہریت حاصل کرنے کے حوالے سے مشورے اور خدمات فراہم کرتی ہے۔,ورلڈ
ان ممالک میں سے ایک ترکی بھی ہے اور اس ویب سائٹ پر ترکی میں سرمایہ کاری کے ذریعے شہریت حاصل کرنے کے حوالے سے معلومات فراہم کی گئی ہیں۔ ,ورلڈ
یہ پروموشن اس جملے کے ساتھ ختم ہوتی ہے کہ ’ریئل اسٹیٹ یعنی پراپرٹی کی خریداری کے ذریعے ترکی میں سرمایہ کاری کا ذریعہ لوگوں کے لیے سب سے زیادہ پرکشش ہوتا ہے۔ اس کے لیے صرف آپ کو ایسی پراپرٹی خریدنی ہوتی ہے جس کی مالیت چار لاکھ ڈالر سے زیادہ ہو، اس کے علاوہ کچھ اضافی اخراجات بھی اس میں شامل ہوتے ہیں۔,ورلڈ
’اس طرح ترکی باقی ممالک کی نسبت سرمایہ کاری کے ذریعے شہریت حاصل کرنے کے اعتبار سے سستا ہے۔‘ خیال رہے کہ سنہ 2022 تک یہ رقم ڈھائی لاکھ ڈالر تھی جسے بعد میں حکومت کی جانب سے بڑھایا گیا ہے۔ ,ورلڈ
ترکی میں اس طرح شہریت اختیار کرنے والوں کے حوالے سے مثبت اور منفی دونوں قسم کی رائے پائی جاتی ہے۔ یہ پالیسی حالیہ سالوں میں ترکی میں رائج ہوئی ہے۔ ,ورلڈ
اسی قسم کی بحث دنیا کے دیگر ممالک میں بھی ہو رہی ہے، اس لیے ہم نے یہ جاننے کی کوشش کی ہے ترکی میں یہ پالیسی ہے کیا؟ دنیا بھر میں کس قسم کی پالیسیاں موجود ہیں اور اس کے مثبت اور منفی پہلو کیا ہیں۔,ورلڈ
گولڈن پاسپورٹ کی اصطلاح سرمایہ کاری کے ذریعے شہریت حاصل کرنے کے لیے بھی استعمال ہوتی ہے۔ یہ ’گولڈن ویزا‘ سے مختلف درخواست ہے، جو سرمایہ کاری کے ساتھ ساتھ رہائشی اجازت نامہ بھی فراہم کرتی ہے۔,ورلڈ
'گولڈن پاسپورٹ' میں غیر ملکی ایک مخصوص رقم کے ساتھ کسی ملک میں سرمایہ کاری کرتے ہیں اور اس ملک کی جانب سے درج کردہ اضافی شرائط کو قبول کرتے ہیں اور یوں انھیں اس ملک کی شہریت حاصل ہو جاتی ہے۔,ورلڈ
دنیا بھر میں شہریت حاصل کرنے کا یہ طریقہ کار سنہ 1980 سے رائج ہے لیکن حالیہ برسوں میں یہ پروگرام ایک بڑی صنعت میں تبدیل ہو چکا ہے۔,ورلڈ
برطانیہ میں قائم لا ویڈا گولڈن ویزا کمپنی کی مارکیٹنگ مینیجر لیزی ایڈورڈز نے بی بی سی ترکی سے بات کرتے ہوئے ان وجوہات کے بارے میں بات کی جن کی وجہ سے سرمایہ کار غیر ملکی شہریت کی درخواست کرتے ہیں۔ ان کی کمپنی سرمایہ کاری کے بدلے رہائش اور شہریت حاصل کرنے کے حوالے سے مشاورتی خدمات فراہم کرتی ہے۔,ورلڈ
وہ بتاتی ہیں کہ ’آج کل زیادہ تر سرمایہ کار ’پلان بی‘ کی تلاش میں ہیں۔ دنیا میں غیریقینی صورتحال کے پیش نظر دوسری رہائش گاہ یا پاسپورٹ کی ضرورت اس سے زیادہ اس سے پہلے کبھی نہیں تھی۔‘,ورلڈ
ان کے مطابق ’اگرچہ سرمایہ کاری کرنے والوں کی وجوہات مختلف ہو سکتی ہیں لیکن عام طور پر درخواستوں کی اہم وجوہات میں سکیورٹی، ویزہ کے بغیر سفر اور تعلیم اور ملازمت کے مواقعوں میں اضافہ شامل ہیں۔‘,ورلڈ
اس بارے میں التنباس یونیورسٹی میں شعبہ قانون کے سربراہ ڈاکٹر الیاس کا کہنا تھا کہ جو لوگ اس عمل کے حامی ہیں وہ اسے ترقی پذیر ممالک کے لیے ایک موقع کے طور پر دیکھتے ہیں۔ ,ورلڈ
ترکی میں سنہ 2016 اور 2017 میں ’غیر ملکیوں کو غیر معمولی طور پر ترک شہریت حاصل کرنے‘ کے حوالے سے بنائے گئے قوانین کے ساتھ غیر ملکی سرمایہ کاروں کے لیے ترک شہریت حاصل کرنے کی راہ ہموار ہوئی۔,ورلڈ
سنہ 2017 میں شہریت کے لیے جائیداد کی کم از کم قیمت کا تعین 10 لاکھ ڈالر، مقررہ سرمائے کی رقم 20 لاکھ ڈالر یا کم از کم 100 افراد کو ملازمت دینا شامل تھا۔ ,ورلڈ
سنہ 2018 میں، متعلقہ ضابطے میں ایک ترمیم کی گئی اور سرمایہ کاری کی رقم کو تبدیل کر دیا گیا۔,ورلڈ
اس تناظر میں ریئل اسٹیٹ کی کم از کم قیمت ڈھائی لاکھ لاکھ ڈالر اور فکسڈ کیپیٹل انویسٹمنٹ کی ضرورت کو کم کر کے پانچ لاکھ ڈالر کر دیا گیا۔ اسی طرح روزگار کے مواقع 100 کی بجائے 50 افراد کو فراہم کرنے کی شرط رکھی گئی۔,ورلڈ
ضابطے میں اس تبدیلی کے بعد پروگرام میں دلچسپی بڑھ گئی۔ تاہم پھر سنہ 2022 میں اس رقم میں دوبارہ اضافہ کیا گیا۔ ,ورلڈ
اس بار ریئل اسٹیٹ کے حصول کی کم از کم فیس چار لاکھ ڈالر کر دیا گیا۔ لا ویڈا گولڈن ویزا سے تعلق رکھنے والی لیزی ایڈورڈز کا کہنا ہے کہ انھوں نے دیکھا ہے کہ ان تبدیلیوں نے ترک شہریت کی مانگ کو متاثر کیا۔,ورلڈ
وہ کہتی ہیں کہ ’جب حکومت نے سرمایہ کاری کی نچلی حد کو ڈھائی لاکھ ڈالر تک کم کیا تو درخواستیں زیادہ تھیں۔ جون 2022 میں جب انھوں نے کم از کم سرمایہ کاری چار لاکھ ڈالر تک بڑھا دی تو یہ اب بھی ایک مقبول پروگرام ہی ہے لیکن اب یہ کچھ لوگوں کے لیے پہنچ سے دور ہو چکا ہے۔‘,ورلڈ
اس بات کا تجسس یقیناً میری طرح آپ کو بھی ہو گا کہ ترکی میں سرمایہ کاری کے ذریعے شہریت حاصل کرنے والے غیر ملکیوں کتنے ہیں؟,ورلڈ
تاہم اس بارے میں عوامی طور پر دستیاب سرکاری اعداد و شمار موجود نہیں ہیں۔ وزارت داخلہ کے جنرل ڈائریکٹوریٹ آف پاپولیشن اینڈ سٹیزن شپ افیئرز نے ستمبر 2019 میں ایک بیان شائع کیا تھا یعنی ستمبر 2018 میں متعلقہ ضابطے میں ترمیم کے ایک سال بعد۔ ,ورلڈ
اس بیان میں کہا گیا تھا کہ ایک سال کی مدت میں دو ہزار 611 غیر ملکی سرمایہ کار ترک شہری بنے۔ ان اعداد و شمار میں بتایا گیا کہ غیر ملکی سرمایہ کاروں کی تعداد جو کہ ترک شہری ہیں اور ان کے اہلِ خانہ کی تعداد نو ہزار 962 تک پہنچ چکی ہے۔,ورلڈ
سابق وزیر برائے داخلہ امور سلیمان سویلو نے 10 مئی 2022 کو منعقدہ ایک پریس کانفرنس میں اس موضوع پر ڈیٹا شیئر کیا۔ سویلو نے کہا کہ 25 ہزار 969 غیر ملکی سرمایہ کاروں نے ضروری معیار پر پورا اتر کر شہریت حاصل کی۔,ورلڈ
ان کے مطابق ان غیر ملکی سرمایہ کاروں سے حاصل ہونے والی آمدنی سات ارب 530 ملین ڈالر ہے۔ سویلو نے کہا کہ ان لوگوں کی سرمایہ کاری صرف جائیداد کے ذریعے ہی نہیں تھی۔,ورلڈ
بیان کے مطابق 2019 میں مشرق وسطیٰ کے ممالک میں یہ پالیسی خاصی مقبول رہی۔,ورلڈ
پہلے 10 ممالک میں عراق (327)، افغانستان (240)، فلسطین (170)، مصر (110)، لیبیا (66)، لبنان (44)، فیڈریشن آف سینٹ کٹس اینڈ نیوس (29)، سعودی عرب۔ (29)، آذربائیجان (28)، پاکستان سے (26) افراد اس پالیسی سے مستفید ہوئے۔,ورلڈ
بی بی سی ترکی نے وزارت داخلہ، جنرل ڈائریکٹوریٹ آف پاپولیشن اینڈ سٹیزن شپ افیئرز اور ترکی کے شماریاتی ادارے (TUIK) سے اس شعبے میں تازہ ترین ڈیٹا کے لیے معلومات کی درخواست کی ہے تاہم تاحال کوئی جواب موصول نہیں ہوا۔,ورلڈ
اس ادارے کے 2022 کے ہاؤسنگ سیلز کے اعداد و شمار کے مطابق گذشتہ سال ملک بھر میں 67 ہزار 490 مکانات غیر ملکیوں کو فروخت کیے گئے۔,ورلڈ
اس دوران روسی شہریوں نے ترکی میں سب سے زیادہ گھر خریدے جن کی تعداد 16 ہزار 312 ہے۔ گھر خریدنے والے روسیوں کی تعداد میں 203 فیصد اضافہ ہوا۔,ورلڈ
روسیوں کے بعد ایرانیوں کی تعداد آٹھ ہزار 223، عراقی 6 ہزار 241، جرمن 2 ہزار 705 اور قازقستان کے شہریوں کی تعداد دو ہزار 702 ہے۔,ورلڈ
یوکرینیوں کی جانب سے خریدے گئے گھروں کی فروخت کی تعداد 106,ورلڈ
6 فیصد اضافے کے ساتھ 2 ہزار 574 ہو گئی۔,ورلڈ
خیال رہے کہ تمام مکانات کی خرید و فروخت سرمایہ کاری کے ذریعے شہریت حاصل کرنے کے لیے نہیں کی جاتی ہے۔ تاہم تعمیراتی صنعت کے نمائندوں کا کہنا ہے کہ شہریت حاصل کرنے کا یہ ایک اہم طریقہ ضرور ہے۔ ,ورلڈ
ڈاکٹر الیاس کہتے ہیں کہ ’اگرچہ سرمایہ کاری کے ذریعے شہریت حاصل کرنے کے لیے مختلف آپشنز موجود ہیں، لیکن ریئل اسٹیٹ کی خریداری ترکی میں غیر ملکی سرمائے کو راغب کرنے کے لیے سب سے زیادہ استعمال ہونے والا طریقہ ہے۔‘,ورلڈ
وہ کہتے ہیں کہ ’روس یوکرین جنگ کو مدنظر رکھتے ہوئے، یہ حیرت کی بات نہیں ہونی چاہیے کہ روسی شہری حال ہی میں اس فہرست میں سرفہرست ہیں۔‘,ورلڈ
لیزی ایڈورڈز کہتی ہیں کہ ’ترکی کو اتنی زیادہ درخواستیں کیوں موصول ہوتی ہیں، اس کا بنیادی مفروضہ ملک کی مشرق وسطیٰ سے قربت کے ساتھ ساتھ اس کی ثقافتی اور مذہبی مماثلت ہے۔‘ ,ورلڈ
’ترکی ایرانی، روسی، عراقی اور افغان سرمایہ کاروں کے لیے بھی پرکشش بن گیا ہے، جنھیں یورپی یونین اور کیریبین میں بہت سی سرمایہ کاری کے ساتھ رہائشی اور شہریت کے پروگراموں کے لیے درخواست دیتے وقت بدقسمتی سے مختلف پابندیوں کا سامنا کرنا پڑتا ہے۔‘,ورلڈ
ایسے لوگ بھی ہیں جو سرمایہ کاری کے پروگرام کے ذریعے شہریت کا دفاع کرتے ہیں اور ساتھ ہی ترکی اور دنیا بھر میں اس پر تنقید کرنے والے بھی ہیں۔,ورلڈ
پروفیسر ڈاکٹر الیاس کا کہنا ہے کہ ’سرمایہ کاری کے ذریعے شہریت کو ایک تجارتی سامان میں تبدیل کر دیا گیا ہے جسے خریدا اور بیچا جا سکتا ہے، اور اس سے تنازعہ کھڑا ہو گیا ہے۔‘,ورلڈ
انھوں نے کہا کہ ’شہریت ایک قومی تصور ہے جو قانونی اور سیاسی تعلقات اور شہری کی ریاست کے ساتھ وفاداری کا اظہار کرتا ہے، لیکن سرمایہ کاری کے ذریعے شہریت میں ان خصوصیات کی موجودگی کے بارے میں بات کرنا آسان نہیں ہے۔‘,ورلڈ
یونین آف ٹرکش بار ایسوسی ایشنز (ٹی بی بی) نے جون 2022 میں سرمایہ کاری کے ذریعے ترک شہریت کے حصول کو ریگولیٹ کرنے والے ضابطے پر عملدرآمد کو روکنے کے لیے ایک مقدمہ دائر کیا تھا۔,ورلڈ
ٹی بی بی نے یہ دعوی کیا کہ یہ عمل غیر آئینی اور قانونی ہے اور اس پر ’شہریت کے تصور کو ختم کرنے‘ کا الزام عائد کیا۔ تاہم کونسل آف اسٹیٹ کے متعلقہ چیمبر نے اکثریتی ووٹ سے یہ درخواست مسترد کر دی تھی۔,ورلڈ
دنیا میں سرمایہ کاری کے ذریعے شہریت پر ہونے والی تنقید میں ناقدین یہ دعوے کرتے ہیں کہ اس سے مجرموں کے لیے جگہ بننے کا خدشہ ہوتا ہے، منی لانڈرنگ میں سہولت ہوتی ہے اور مکانات کی قیمتوں میں اضافہ ہوتا ہے۔,ورلڈ
ترکی میں مکانات کی قیمتوں میں حالیہ اضافہ اور کچھ حراست میں لیے گئے غیر ملکی مجرموں کی ترکی کی شہریت حاصل کرنے کے باعث اس تنقید کو مزید وزن ملا ہے۔,ورلڈ
یہ بھی ظاہر ہوتا ہے کہ کچھ ممالک نے حالیہ برسوں میں ان پالیسیوں کا جائزہ لیا ہے۔,ورلڈ
حالیہ برسوں میں اس حوالے سے تیار کردہ رپورٹس میں یورپی کمیشن کا کہنا ہے کہ سرمایہ کاری کے ذریعے شہریت سکیورٹی، منی لانڈرنگ اور ٹیکس چوری جیسے مسائل کے بارے میں خدشات پیدا کرتی ہے۔,ورلڈ
تنقید کے بعد قبرص نے سنہ 2020 میں اور بلغاریہ نے 2022 میں گولڈن پاسپورٹ کی پالیسی ختم کر دی تھی۔,ورلڈ
قبرص جہاں سب سے زیادہ درخواستیں روس، چین اور یوکرین سے آتی تھیں میں اس وقت بڑی بحث چھڑ گئی تھی جب یہ انکشاف ہوا تھا کہ اس دوران بہت سے مجرموں کو پاسپورٹ فراہم کیے گئے ہیں۔,ورلڈ
یورپی کمیشن مالٹا پر اس عمل کو جاری رکھنے پر تنقید کرتا ہے۔ آئرلینڈ اور پرتگال نے 2023 میں ’گولڈن ویزا‘ کی درخواست ختم کر دی تھی۔ ملک میں رہائش کے مسئلے نے پرتگالی حکومت کے اس فیصلے میں اہم کردار ادا کیا تھا۔,ورلڈ
اسرائیلی ڈیفنس فورسز کی جانب سے تصدیق کی گئی ہے کہ حماس نے 17 یرغمالیوں کو مصر کے حوالے کر دیا ہے جن میں 13 اسرائیلی اور چار تھائی لینڈ کے شہری ہیں۔ ,ورلڈ
ان یرغمالیوں کو گذشتہ روز کی طرح ریڈ کراس کے حوالے کیا گیا تھا جن کے ذریعے انھیں مصری حکام کے حوالے کیا گیا ہے۔,ورلڈ
حماس کی جانب سے یرغمالیوں کی رہائی ان خدشات کی دوری کے بعد کی گئی ہے جن کے باعث اس تبادلے میں تاخیر ہو رہی تھی۔ ,ورلڈ
قطری اور مصری حکام کی کوششوں کے بعد یہ معاملہ حل ہوا اور حماس کی جانب سے 17 یرغمالیوں کی رہائی ممکن ہو سکی۔ ,ورلڈ
قطری وزارت خارجہ کے ترجمان ماجد الانصاری نے کچھ دیر قبل اعلان کیا تھا کہ اسرائیل آج رات 39 فلسطینیوں رہا کرے گا اور قطری اور مصری ثالثی کی کوششوں کے ذریعے کچھ دیر قبل پیش آنے والی رکاوٹوں کو دور کر دیا گیا ہے۔,ورلڈ
تاحال ان فلسطینیوں کی اسرائیلی جیلوں سے رہائی کی تصدیق نہیں ہوئی ہےـ,ورلڈ
خیال رہے کہ کچھ گھنٹے قبل حماس کے ایک سینیئر اہلکار نے دعویٰ کیا تھا کہ حماس کی جانب سے یرغمالیوں کی رہائی میں تاخیر کی جا رہی ہے کیونکہ اسرائیل نے انسانی بنیادوں پر کیے گئے معاہدے کی خلاف ورزی کی ہے۔,ورلڈ
انھوں نے بی بی سی کے نامہ نگار رشدی ابوالعوف سے بات کرتے ہوئے دعویٰ کیا تھا کہ ’اسرائیل نے شمالی غزہ میں امدادی سامان کے ٹرکوں کا داخلہ روکا ہے اور اب تک صرف 100 میں سے صرف تین ٹرک شمالی غزہ میں داخل ہو سکے ہیں۔‘,ورلڈ
حماس کے اہلکار نے یہ الزام بھی عائد کیا تھا کہ اسرائیل نے جنوبی غزہ کے اوپر سے ڈرون اڑا کر جنگ بندی معاہدے کی خلاف ورزی کی۔,ورلڈ
حماس اہلکار نے بی بی سی سے بات کرتے ہوئے کہا کہ ’اسرائیل نے رہا ہونے والے فلسطینی قیدیوں کی فہرست میں بڑے پیمانے پر ردوبدل کیا۔‘,ورلڈ
ان کا یہ بھی دعویٰ تھا کہ اسرائیلی ڈیفنس فورسز نے دو فلسطینیوں کو غزہ کے شہر بیت حانون میں ہلاک کیا ہے جہاں فلسطینیوں کو آزادانہ طور پر گھومنے کی اجازت ہے۔ اسرائیل نے ان تمام الزامات کی تردید کی ہے۔,ورلڈ
خیال رہے کہ یہ پیش رفت ایک ایسے موقع پر سامنے آئی ہے جب اسرائیل اور حماس کے درمیان جنگ میں چار روزہ وقفے کے معاہدے میں توسیع کا امکان پیدا ہوا تھا۔,ورلڈ
سفارتی ذرائع نے کچھ دیر قبل بی بی سی کو بتایا تھا کہ چار روزہ وقفے میں توسیع کے لیے راہ ہموار ہوئی ہے۔ ان کے مطابق جنگ بندی کی نگرانی کرنے والی آپریشنز ٹیم اور قطری حکام پر مشتمل وفد اسرائیل کے دورے پر ہے اور وہ معاہدے میں توسیع پر بات چیت کر رہا ہے۔,ورلڈ
موجودہ معاہدے کے تحت حماس 50 اسرائیلی یرغمالیوں کے بدلے 150 فلسطینی قیدیوں کو رہا کرے گا۔ اس معاہدے میں جنگ میں وقفے میں پانچ روزہ توسیع کی شرط بھی شامل ہے جس کا مطلب مزید رہائیاں ہوں گی۔ قطر کی ثالثی میں اس عارضی جنگ بندی کے معاہدے کے تحت قیدیوں کا تبادلہ تین ایک کے تناسب سے کیا جا رہا ہے۔ ,ورلڈ
سنیچر کو اسرائیلی حکام کا کہنا تھا کہ اس کی جانب سے 42 فلسطینی قیدیوں کی رہائی کے بدلے حماس مزید 13 اسرائیلی یرغمالیوں کو رہا کرے گا۔ ,ورلڈ
بین الاقوامی امدادی ادارے ریڈ کراس کا کہنا تھا کہ جمعے کو غزہ کی پٹی میں حماس کی قید سے 24 اسرائیلی یرغمالیوں کو رہا کیا گیا تھا۔ دوسری جانب اسرائیلی حکام نے 39 فلسطینیوں کو مغربی کنارے کے قریب بيتونيا چیک پوسٹ پر رہا کیا جن میں 24 خواتین اور 15 کمسن لڑکے شامل ہیں۔,ورلڈ
اسرائیلی وزیر اعظم بنیامین نتن یاہو نے مغویوں کی رہائی کے حوالے سے کہا ہے کہ ’ہم نے اپنے اوّلین یرغمالیوں کی واپسی کا عمل مکمل کر لیا ہے جن میں مائیں بچے اور دیگر خواتین شامل ہیں اور ان میں سے ہر ایک اپنی ذات میں مکمل دنیا ہے۔‘,ورلڈ
انھوں نے مزید کہا کہ ’لیکن میں آپ کو یقین دلاتا ہوں کہ ہم اپنے تمام یرغمالیوں کی واپسی کے لیے پرعزم ہیں۔‘,ورلڈ
حماس کی قید سے رہائی پانے والوں میں اسرائیلی شہری یونی اشر کی اہلیہ ڈورون اشر اور ان کی دو بیٹیاں بھی شامل ہیں جن کی عمریں دو اور چار سال ہیں۔,ورلڈ
یونی اشر نے بی بی سی کو بتایا، ’میں اپنے خاندان کو صدمے اور اس ذہنی اذیّت سے  نکال کر دوبارہ زندگی کی جانب واپس لانے کے لیے پُرعزم ہوں۔ میں اپنے پیاروں کی رہائی کا اس وقت تک جشن نہیں مناؤں گا جب تک کہ  آخری مغوی کی واپسی بھی نہ ہو جائے۔‘,ورلڈ
انھوں نے مزید کہا کہ ’مغوی کے اہل خانہ پوسٹر یا نعرے نہیں ہیں۔ وہ حقیقی لوگ ہیں، اور مغوی کے اہل خانہ آج سے میرا نیا خاندان ہیں، اور میں اس بات کو یقینی بناؤں گا اور سب کچھ کروں گا کہ مغوی کا آخری گھر پہنچ جائے۔‘,ورلڈ
اسرائیلی شہری ایتے راوی کے خاندان کے تین افراد کو بھی حماس کی قید سے رہائی ملی ہے تاہم ان کے 78 سالہ کزن ابراہم تاحال قید میں ہیں۔ ,ورلڈ
اپنے خاندان کے تین افراد کی رہائی کے بعد وہ کہتے ہیں’خوش رہنے کی طرف یہ ایک قدم ہے۔‘,ورلڈ
 انھوں نے بی بی سی نیوز نائٹ کو بتایا ’ تاہم ہم پوری طرح خوش نہیں ہو سکتے۔ یہ اب بھی ایک بہت ہی خوفناک حقیقت ہے جس میں ہم موجود ہیں۔‘,ورلڈ
دوسری جانب  قیدیوں کے تبادلے کے اس معاہدے کے تحت اسرائیلی جیلوں سے مجموعی طور پر 39 فلسطینیوں کو بھی رہائی ملی ہے۔,ورلڈ
24 خواتین اور 15  نوجوانوں پر مشتمل گروہ کو مغربی کنارے میں بیتونیہ چوکی کے پار رہا کیا گیا خوشی سے نعرہ لگاتے ایک ہجوم نے ان کا استقبال کیا۔ ,ورلڈ
رہا ہونے والے ایک فلسطینی قیدی کا نام مرہ باکیر ہے جنھیں 2015 میں اس وقت گرفتار کیا گیا تھا جب ان کی عمر 16 برس تھی۔ ایک پولیس افسر پر چاقو سے حملے کا الزام میں انھیں ساڑھے آٹھ سال قید کی سزا سنائی گئی تھی۔,ورلڈ
مرہ باکیر نے صحافیوں کو بتایا ’ معاہدے کی خبر حیرت انگیز تھی  تاہم یہ معاہدہ بہت سے لوگوں کی موت کے بعد ہوا ہے جو ہمیں غمزدہ اور بے چین کر رہا ہے۔‘,ورلڈ
مرہ کے مطابق انھیں قید تنہائی میں رکھا گیا تھا۔ ,ورلڈ
’مجھے اس بات کا کوئی علم نہیں تھا کہ باہر کیا ہو رہا ہے، نہ غزہ کی صورت حال کے بارے میں کوئی اندازہ تھا۔‘,ورلڈ
حراست میں لیے گئے افراد کا انتخاب اسرائیل کی طرف سے مرتب کی گئی 300 خواتین اور نابالغوں کی فہرست سے کیا گیا تھا۔ ,ورلڈ
ان تمام قیدیوں پر پتھر پھینکنے سے لے کر قتل کی کوشش تک کئی الزام عائد ہیں جن میں سے کچھ  پر فرد جرم عائد کر دی گئی تھی جبکہ جبکہ دیگر مقدمے کا انتظار کر رہے تھے۔,ورلڈ
اس فہرست میں شامل ایک چوتھائی سے بھی کم افراد کو سزا سنائی گئی ہے اور زیادہ تر فلسطینیوں کو مقدمے کی سماعت کے انتظار میں ریمانڈ پر رکھا جا رہا ہے۔,ورلڈ
ان قیدیوں میں سے زیادہ تر نوعمر لڑکے ہیں جن میں سے چالیس  فیصد کی عمریں 18 سال سے کم ہیں جبکہ ایک نوعمر لڑکی اور 32 خواتین بھی  شامل ہیں۔ ,ورلڈ
واضح رہے کہ قطر نے اسرائیل اور حماس کے درمیان معاہدے میں ثالثی کی ہے۔ اسرائیل اور حماس کے درمیان جنگ میں چار روزہ وقفے کے دوران یرغمالیوں کے تبادلے کا آغاز کیا گیا تھا۔ ,ورلڈ
اسرائیلی سرکاری میڈیا نے رپورٹ کیا ہے کہ 13 اسرائیلی یرغمالیوں کو ریڈکراس کے حوالے کیا گیا ہے جہاں سے انھیں رفح کراسنگ کے ذریعے پہلے مصر لے جایا جائے گا اور پھر وہاں سے فوجی ہیلی کاپٹرز کے ذریعے اسرائیل لایا جائے گا۔,ورلڈ
خیال رہے کہ جنگ میں وقفے کے آغاز کے بعد جمعے کے روز حماس کی جانب سے 13 اسرائیلی شہریوں جبکہ اسرائیل نے اپنی حراست میں موجود 39 فلسطینیوں کو رہائی دی ہے۔ ,ورلڈ
جمعے کی صبح سے شروع ہونے والے اس عارضی جنگ بندی کے دوران حماس کے پاس موجود 50 اسرائیلی یرغمالیوں اور اسرائیل کی جیلوں میں قید 150 فلسطینیوں کی رہائی کے علاوہ غزہ میں امداد کی فراہمی پر اتفاق کیا گیا تھا۔,ورلڈ
اسرائیل نے حماس کو مزید یرغمالیوں کی رہائی کی ترغیب دیتے ہوئے جنگ بندی کی مدت میں اضافے کی پیشکش بھی کی ہے۔,ورلڈ
یہ سات اکتوبر سے شروع ہونے والی لڑائی میں پہلا وقفہ ہے تاہم اسرائیل نے واضح کیا ہے کہ یہ وقفہ جنگ کا خاتمہ نہیں۔ ,ورلڈ
اسرائیلی فوج کے ترجمان نے جمعے کی صبح ایک بیان میں کہا ہے کہ ’انسانی ہمدردری کے تحت یہ وقفہ عارضی ہے‘۔ ,ورلڈ
انھوں نے غزہ کے شہریوں کو مخاطب کر کے کہا کہہ ’شمالی غزہ ایک خطرناک علاقہ ہے اور شمال کی جانب سفر کرنے کی اجازت نہیں ہے۔ اپنے تحفظ کے لیے جنوب میں ہی رہیں۔‘,ورلڈ
اسرائیلی حکومت نے حماس کا نام و نشان مٹانے کا عزم ظاہر کیا ہے اور تمام یرغمالیوں کی رہائی کی امید ظاہر کی ہے۔ امریکی صدر جو بائیڈن نے کہا ہے کہ یہ معاہدہ غزہ میں موجود اسرائیلی یرغمالیوں کی ’ناقابل بیان آزمائش‘ کا خاتمہ کرے گا اور ’معصوم فلسطینی خاندانوں کے مصائب کو کم کرے گا۔‘ ,ورلڈ
اسرائیلی حکومت متعدد مرتبہ حماس کو ’جڑ سے اکھاڑ پھینکنے‘ اور 200 سے زائد اسرائیلی مغویوں کی واپسی کو اس جنگ کا اہم مقصد بتاتی ہے۔,ورلڈ
"حماس، جسے اسرائیل، امریکہ اور دیگر مغربی ممالک دہشت گرد تنظیم قرار دیتی ہیں، نے کہا ہے کہ اس معاہدے سے فلسطینیوں کو شدید اسرائیلی فضائی اور زمینی حملوں کے بعد بحالی کا وقت ملے گا۔ غزہ کی وزارت صحت کے مطابق ان اسرائیلی حملوں میں 14,000 سے زیادہ فلسطینی مارے گئے ہیں۔",ورلڈ
